token_index,valuation
630,0.08850612
631,0.08109965
632,64.187195
633,0.046612725
634,0.10900983
635,4943.5093
636,73.12446
637,0.11179372
638,178.71732
639,139.01161
640,0.0477046
641,0.56260526
642,156.19325
643,100.252335
644,0.06008297
645,0.08811057
646,0.1066791
647,0.13110548
648,65.180244
649,0.09110463
650,75.10178
651,0.24591002
652,0.11992349
653,0.14324962
654,0.14870392
655,0.08313463
656,0.08193499
657,0.08105983
658,0.075603046
659,0.052924454
660,76.79938
661,89.41722
662,0.09867165
663,0.24458934
664,0.05608059
665,5.606275
666,0.114874266
667,0.10574063
668,22.553549
669,23.584658
670,0.3310042
671,0.13331708
672,0.14245552
673,0.09727648
674,0.09677017
675,59.239117
676,0.07228373
677,0.08011242
678,20.07835
679,0.07585909
680,21.113325
681,0.15963428
682,68.95313
683,0.064699456
684,103.022934
685,71.26206
686,103.79986
687,0.104071595
688,0.21991439
689,0.13607416
690,91.290276
691,0.12977166
692,74.33638
693,0.08092136
694,0.13778204
695,69.70481
696,0.12703168
697,0.113773346
698,119.79899
699,0.31324828
700,74.639244
701,70.6531
702,87.57145
703,100.63276
704,81.13201
705,0.09319687
706,2.1013634
707,160.04106
708,0.11372461
709,131.44809
710,0.09126592
711,0.08102872
712,0.11589549
713,122.22509
714,0.14664917
715,75.39231
716,126.09766
717,50.944256
718,86.09251
719,2.1345215
720,0.062000465
721,34.572617
722,0.10385998
723,0.15764989
724,0.118531846
725,0.06588077
726,0.105946645
727,0.107329875
728,0.08355269
729,31.544292
730,24.808922
731,0.08762568
732,0.08837471
733,0.114649795
734,0.1142456
735,136.06973
736,0.048581127
737,0.0969867
738,0.14245518
739,0.15316236
740,97.69483
741,1.3801233
742,0.22807568
743,20.27008
744,61.76962
745,69.98801
746,0.1135543
747,0.070080556
748,0.09106886
749,62.671246
750,115.18588
751,134.9623
752,0.23181495
753,85.68987
754,0.13061465
755,1.2114308
756,0.08955282
757,0.11584747
758,0.06726267
759,51.865356
760,0.06921508
761,0.11234906
762,69.261734
763,0.24602868
764,0.077648304
765,28.596418
766,0.118510514
767,0.0448314
768,0.1063835
769,86.12774
770,0.10366397
771,0.07200726
772,17.519686
773,66.61341
774,102.51994
775,0.12662019
776,0.044963717
777,4.49575
778,0.115465865
779,0.08244542
780,0.15247792
781,0.08012399
782,87.9883
783,0.1096563
784,195.1258
785,0.0957043
786,0.08640597
787,0.092793055
788,0.09924173
789,0.24782538
790,0.088298135
791,0.092133455
792,69.13948
793,86.57804
794,72.769806
795,0.11087389
796,0.08768491
797,64.609024
798,0.07573915
799,58.687542
800,135.22835
801,22.20437
802,0.11141072
803,28.01977
804,0.116155595
805,0.08654039
806,0.08239246
807,23.143023
808,0.10844131
809,0.07942561
810,304.37653
811,0.0695507
812,20.484966
813,0.31600046
814,137.31918
815,0.087289244
816,0.041820243
817,92.71887
818,117.876625
819,14.016169
820,51.261314
821,0.048757073
822,0.1603478
823,0.07029308
824,188.74358
825,38.00385
826,0.076569684
827,139.05371
828,0.0945699
829,0.1179072
830,0.1504888
831,0.12863934
832,0.100363076
833,0.09776227
834,0.1111875
835,0.097917326
836,79.5302
837,0.10889637
838,2.9753015
839,22.43653
840,0.08794949
841,0.09777281
842,24.112598
843,113.836494
844,0.113912284
845,52.779865
846,6.2459984
847,0.0777212
848,85.05186
849,0.08909561
850,6.216114
851,0.10367164
852,48.84719
853,83.75118
854,21.509739
855,104.211685
856,0.09233541
857,92.83487
858,0.13031654
859,0.059221502
860,0.100080736
861,160.43303
862,69.8723
863,0.10637209
864,0.061666273
865,0.12499356
866,0.099333204
867,105.81226
868,0.09241051
869,0.07104264
870,0.20491497
871,64.240074
872,0.10504828
873,0.09538393
874,17.080645
875,87.70589
876,0.043524083
877,196.69398
878,0.080821775
879,33.32156
880,67.30858
881,0.08122408
882,0.105960995
883,130.20605
884,0.11383873
885,0.06512469
886,53.180824
887,0.08664112
888,0.12070803
889,0.08191321
890,0.09762336
891,192.85812
892,0.072737135
893,0.085379176
894,0.07187807
895,0.09027826
896,0.08676376
897,71.718376
898,80.66456
899,0.099037185
900,106.8801
901,0.04056783
902,0.13731557
903,0.08396994
904,0.08752769
905,0.076909
906,78.64578
907,73.57063
908,0.11224122
909,0.09116651
910,0.061440855
911,0.07702907
912,0.13339771
913,87.341
914,15.95691
915,85.072014
916,102.006714
917,0.093341455
918,33.220665
919,4.873379
920,176.78342
921,29.102446
922,0.14758928
923,80.17223
924,475.082
925,0.12561762
926,4.3018346
927,77.069855
928,0.07986514
929,0.1789759
930,0.09780191
931,3.0574741
932,0.08754052
933,0.11031711
934,0.2187223
935,0.10236091
936,0.053460345
937,0.21131717
938,0.07133275
939,80.81016
940,63.09529
941,0.115274996
942,0.081952244
943,71.62945
944,0.09784708
945,150.16805
946,0.086599894
947,0.100647144
948,106.48209
949,0.8455247
950,0.32670638
951,0.053018432
952,59.23643
953,0.080883615
954,0.13007833
955,0.09377672
956,0.13314188
957,0.19551528
958,82.29166
959,18.12579
960,3.4184337
961,0.03784874
962,76.950806
963,0.08323651
964,0.08547892
965,89.220795
966,0.0838268
967,0.0924883
968,0.17334116
969,0.09109112
970,0.08528726
971,0.11348718
972,0.10372781
973,92.80632
974,50.28467
975,0.03763218
976,0.13517688
977,0.045218334
978,0.19898304
979,0.11423849
980,0.10413302
981,66.62021
982,79.585846
983,63.712776
984,0.12054465
985,85.882416
986,0.07623951
987,488.92203
988,99.93127
989,0.07426075
990,133.21043
991,95.757965
992,85.08626
993,23.91993
994,10.959114
995,0.08213104
996,82.88394
997,0.12721571
998,70.96024
999,0.075590916
1000,147.5689
1001,99.987656
1002,96.71765
1003,20.310349
1004,141.91312
1005,37.86193
1006,25.149525
1007,79.00066
1008,0.09634168
1009,129.69057
1010,49.475628
1011,57.5457
1012,71.2142
1013,150.11937
1014,95.769066
1015,20.088507
1016,0.11348255
1017,0.10133146
1018,0.11471829
1019,0.06783098
1020,0.061016172
1021,2887.9502
1022,0.074624576
1023,0.0894998
1024,0.09015753
1025,0.076134466
1026,0.11360829
1027,302.3423
1028,0.1072469
1029,72.64575
1030,22.472494
1031,0.07815876
1032,17.472603
1033,0.12127623
1034,0.13906878
1035,7.406293
1036,1.0496014
1037,0.16854377
1038,0.14315276
1039,0.119655
1040,0.109190665
1041,26.537346
1042,37.515205
1043,67.724915
1044,28.71974
1045,78.75562
1046,0.15828624
1047,0.3421733
1048,57.163227
1049,0.071703665
1050,0.31285042
1051,0.041504163
1052,0.52814275
1053,0.07247612
1054,24.278963
1055,0.1495478
1056,66.983376
1057,71.50793
1058,69.18872
1059,65.19625
1060,0.8825035
1061,0.12484783
1062,74.197876
1063,50.397602
1064,0.08976479
1065,0.11581505
1066,0.08872606
1067,0.08727253
1068,29.782299
1069,0.23300563
1070,0.10075785
1071,33.677814
1072,85.38266
1073,0.11788308
1074,5.5779314
1075,30.813622
1076,0.13871245
1077,0.092966355
1078,0.114207014
1079,0.18106602
1080,0.12810388
1081,0.09345021
1082,0.16402796
1083,0.19090955
1084,87.80439
1085,75.51831
1086,20.43751
1087,0.048183784
1088,0.06090458
1089,0.035444397
1090,0.119556874
1091,129.27313
1092,90.335976
1093,0.9011508
1094,196.76152
1095,99.08138
1096,69.020966
1097,0.11226427
1098,0.0786045
1099,0.1620542
1100,39.892315
1101,63.804012
1102,65.47193
1103,0.12503025
1104,0.11549987
1105,30.351236
1106,0.09917617
1107,0.08170778
1108,0.11560315
1109,24.184809
1110,115.85975
1111,0.55834806
1112,63.476337
1113,123.2209
1114,0.08096409
1115,6.998582
1116,72.693535
1117,0.10474254
1118,60.72892
1119,392.5994
1120,0.17092612
1121,0.09989498
1122,0.09215094
1123,118.31406
1124,0.10951456
1125,0.08025683
1126,0.13339864
1127,11.853163
1128,0.09000019
1129,28.25793
1130,0.15177906
1131,0.08202009
1132,0.1485968
1133,0.11638937
1134,0.10210768
1135,0.06488555
1136,0.10649645
1137,0.09024
1138,0.15968864
1139,60.979836
1140,0.1359641
1141,0.106268845
1142,102.29239
1143,67.1627
1144,0.3087966
1145,0.069428734
1146,44.559513
1147,46.059658
1148,0.15635787
1149,0.11089877
1150,0.10446036
1151,48.601013
1152,0.104927406
1153,0.09780836
1154,0.103347585
1155,51.810482
1156,0.35637516
1157,0.14124718
1158,64.35646
1159,0.14368121
1160,6.0713024
1161,88.744514
1162,118.85236
1163,107.840065
1164,0.4473696
1165,0.057142157
1166,0.08139331
1167,0.048140414
1168,0.09171603
1169,0.16448535
1170,0.18316908
1171,137.01027
1172,0.11718496
1173,98.07126
1174,0.12004821
1175,133.6177
1176,16.65805
1177,338.8659
1178,0.49317005
1179,116.3759
1180,94.56238
1181,75.61614
1182,382.0454
1183,168.76717
1184,70.06775
1185,159.82181
1186,96.95093
1187,107.74868
1188,0.1038898
1189,62.504715
1190,403.55673
1191,87.31273
1192,0.08851328
1193,0.050325204
1194,64.06113
1195,78.44271
1196,24.816494
1197,0.11832756
1198,60.431904
1199,67.36066
1200,0.18467839
1201,94.65801
1202,0.06816241
1203,84.51775
1204,0.13973042
1205,26.285244
1206,0.1341114
1207,0.081231065
1208,0.114755355
1209,151.41997
1210,100.60584
1211,0.35715476
1212,21.714123
1213,0.10335364
1214,0.1489244
1215,56.65383
1216,0.7623087
1217,0.076840594
1218,0.13554733
1219,0.13403599
1220,0.09739969
1221,0.18122016
1222,94.46458
1223,0.07667677
1224,22.494331
1225,75.2508
1226,0.09244213
1227,0.13963018
1228,0.08325114
1229,0.10911103
1230,0.11078913
1231,0.12692104
1232,92.950386
1233,0.03642142
1234,5.427769
1235,0.04559209
1236,0.10462232
1237,34.910656
1238,4.7064276
1239,0.09083027
1240,50.877594
1241,105.76277
1242,3.481659
1243,60.544106
1244,1.8801831
1245,0.08907375
1246,0.12641862
1247,0.09636116
1248,0.11310981
1249,0.11359348
1250,0.10586857
1251,116.98362
1252,78.359795
1253,44.72648
1254,73.52143
1255,0.05163463
1256,0.37132686
1257,0.18309797
1258,0.4029983
1259,0.036153782
1260,0.08727338
1261,130.73306
1262,0.09204387
1263,104.725975
1264,0.48930886
1265,0.12289341
1266,30.923492
1267,124.80157
1268,0.115868464
1269,104.44351
1270,106.52643
1271,247.89406
1272,0.07292674
1273,0.10218364
1274,0.09147079
1275,68.46653
1276,0.12237058
1277,0.109107964
1278,0.085848935
1279,125.476265
1280,15.403402
1281,72.011505
1282,19.54595
1283,72.91895
1284,0.28352684
1285,0.14039831
1286,0.09315186
1287,131.01613
1288,26.856339
1289,135.0214
1290,62.07987
1291,0.11480114
1292,0.08311641
1293,0.15055005
1294,0.07963293
1295,0.09664586
1296,0.105330415
1297,0.10391549
1298,0.09203307
1299,46.63933
1300,0.08327117
1301,0.107975766
1302,73.043785
1303,0.0947694
1304,0.042979356
1305,0.076585434
1306,56.989483
1307,0.10253426
1308,105.749565
1309,0.03830403
1310,0.09058949
1311,25.679714
1312,0.061144557
1313,0.15458396
1314,24.014952
1315,68.50033
1316,102.04782
1317,0.05151373
1318,0.07513699
1319,82.12016
1320,26.065454
1321,77.10275
1322,50.678383
1323,18.589478
1324,70.29153
1325,25.363785
1326,49.323
1327,0.07385296
1328,235.88977
1329,0.0890574
1330,3.001442
1331,0.25769427
1332,0.11241986
1333,0.12014018
1334,71.80735
1335,3.5311635
1336,64.33452
1337,0.07648322
1338,81.72215
1339,0.10474309
1340,17.791723
1341,0.14583534
1342,55.69667
1343,2.6540155
1344,0.09845237
1345,42.774803
1346,0.13579078
1347,9.4075165
1348,89.55996
1349,24.50782
1350,20.726011
1351,4.2289715
1352,29.720942
1353,81.76101
1354,38.09821
1355,0.17980933
1356,0.071309336
1357,0.09006884
1358,0.11993164
1359,0.1596943
1360,62.52901
1361,23.461302
1362,58.80497
1363,0.08632749
1364,0.092053905
1365,0.13262978
1366,0.09726818
1367,0.11060886
1368,0.052251242
1369,98.256805
1370,59.172237
1371,0.1716029
1372,49.472702
1373,0.089064024
1374,6.398523
1375,23.572554
1376,17.029272
1377,0.10346459
1378,5.475942
1379,89.03057
1380,0.1387984
1381,63.16257
1382,0.060987942
1383,0.09027232
1384,68.33571
1385,70.50028
1386,125.98767
1387,15.645597
1388,24.972145
1389,16.237211
1390,2.0793154
1391,0.06524106
1392,143.93294
1393,0.14059804
1394,80.90767
1395,0.10231399
1396,0.23928377
1397,20.27112
1398,26.443083
1399,0.14884527
1400,67.530075
1401,110.53616
1402,25.1547
1403,65.51144
1404,71.20388
1405,64.26523
1406,89.56213
1407,0.49478427
1408,24.035315
1409,98.55115
1410,0.11165063
1411,78.99129
1412,0.09043285
1413,19.554935
1414,79.108215
1415,0.08014579
1416,3.1150658
1417,110.7987
1418,0.10246295
1419,26.86823
1420,102.43853
1421,0.10609326
1422,355.57083
1423,82.484474
1424,81.01055
1425,0.44224888
1426,54.391323
1427,71.69742
1428,70.209724
1429,0.10206324
1430,61.6391
1431,0.1083961
1432,0.07290556
1433,4.8053036
1434,0.13567607
1435,15.496902
1436,16.795328
1437,0.3488088
1438,0.57739896
1439,112.59511
1440,53.697655
1441,0.090210505
1442,0.103348695
1443,87.77647
1444,71.97618
1445,22.539679
1446,100.55079
1447,51.065205
1448,30.141008
1449,0.08807048
1450,0.15215492
1451,20.114937
1452,0.07536608
1453,0.1011015
1454,73.77143
1455,0.13437426
1456,70.286224
1457,0.13115576
1458,28.44846
1459,0.13008022
1460,0.14519662
1461,140.72437
1462,105.41195
1463,111.66371
1464,87.83182
1465,45.90545
1466,0.24199536
1467,76.41608
1468,0.12015422
1469,9.452099
1470,0.1261759
1471,67.239
1472,0.11923185
1473,57.99792
1474,44.99996
1475,98.12168
1476,141.37973
1477,0.5483204
1478,494.88583
1479,2.005266
1480,66.76446
1481,0.09711156
1482,46.729633
1483,5.7298064
1484,270.1637
1485,0.087184474
1486,0.19533426
1487,0.10325436
1488,0.11822706
1489,32.877445
1490,32.41034
1491,0.13901453
1492,0.21264695
1493,0.062964655
1494,0.13359448
1495,28.851152
1496,0.09434775
1497,0.04253854
1498,0.11116095
1499,77.66214
1500,0.11548811
1501,55.570553
1502,83.67709
1503,0.2215618
1504,48.04375
1505,0.30157256
1506,19.313921
1507,92.07439
1508,31.407337
1509,0.69389576
1510,12.694075
1511,0.095694765
1512,60.410297
1513,77.983055
1514,124.604744
1515,0.11969117
1516,39.90666
1517,40.69659
1518,5.032727
1519,0.7667759
1520,78.70044
1521,26.53073
1522,8.131232
1523,55.94629
1524,4.4526334
1525,98.8222
1526,760.5869
1527,62.412746
1528,37.360645
1529,12.639651
1530,0.31134704
1531,96.967705
1532,140.35283
1533,65.818665
1534,0.093693174
1535,63.747356
1536,0.109504715
1537,1.9162017
1538,0.39719692
1539,74.325
1540,74.792336
1541,90.19613
1542,0.09810649
1543,0.0643096
1544,0.09846687
1545,0.12370626
1546,71.503456
1547,0.11775364
1548,23.337553
1549,0.16508703
1550,0.042009093
1551,0.08600644
1552,23.181597
1553,0.10876557
1554,0.05371655
1555,0.24199955
1556,48.071705
1557,92.30284
1558,23.945383
1559,212.3096
1560,0.3400979
1561,83.372925
1562,0.14673527
1563,24.290455
1564,28.916899
1565,81.64238
1566,27.042463
1567,0.076139785
1568,0.10761506
1569,0.08841128
1570,80.66371
1571,0.08790132
1572,0.087503344
1573,28.244453
1574,0.088640556
1575,87.32168
1576,0.109643854
1577,0.100241356
1578,0.1573858
1579,0.200026
1580,75.94935
1581,67.880035
1582,0.13112912
1583,0.106532186
1584,0.051533487
1585,24.207838
1586,22.439085
1587,115.97179
1588,114.58384
1589,25.149511
1590,2.1780612
1591,0.2142348
1592,20.974413
1593,0.121167526
1594,63.343357
1595,54.44501
1596,0.10574101
1597,75.7858
1598,0.059322994
1599,0.10436761
1600,66.366714
1601,0.04194819
1602,90.42898
1603,129.99817
1604,0.13580562
1605,89.89158
1606,0.08971098
1607,0.07834648
1608,0.117615536
1609,0.116248325
1610,0.2911579
1611,86.91176
1612,0.12819774
1613,52.881966
1614,27.655073
1615,333.63184
1616,0.07026357
1617,67.6791
1618,69.6306
1619,0.10529936
1620,0.06570882
1621,66.21262
1622,24.824259
1623,102.46662
1624,16.59472
1625,23.069485
1626,56.235844
1627,0.049229197
1628,14.726392
1629,0.103312574
1630,17.939661
1631,71.66248
1632,0.11598764
1633,98.74528
1634,0.10236999
1635,0.16120346
1636,95.75112
1637,0.1846077
1638,0.15843153
1639,68.703835
1640,111.96805
1641,0.44687957
1642,2.3444006
1643,0.19059828
1644,0.056292985
1645,27.065548
1646,0.20212497
1647,0.11818056
1648,67.2855
1649,28.446342
1650,29.47302
1651,112.23211
1652,0.040840775
1653,0.12927045
1654,26.203957
1655,0.10512981
1656,0.11532047
1657,0.05070962
1658,919.96185
1659,70.13423
1660,0.595771
1661,0.12284478
1662,24.64783
1663,85.46193
1664,0.086006746
1665,0.71561915
1666,94.936966
1667,43.649277
1668,0.04236311
1669,0.077550046
1670,0.10729505
1671,0.12872957
1672,59.22378
1673,18.830183
1674,0.09693205
1675,0.045912735
1676,61.05636
1677,77.863266
1678,52.738556
1679,0.84037024
1680,0.060659166
1681,0.15181448
1682,84.82504
1683,71.47622
1684,39.977043
1685,0.15205018
1686,0.32901722
1687,0.07767026
1688,0.10982249
1689,111.274796
1690,10.177981
1691,100.30502
1692,96.13784
1693,111.11859
1694,34.361443
1695,71.61166
1696,70.93085
1697,88.84614
1698,136.22359
1699,0.079832114
1700,0.0855661
1701,0.10766377
1702,24.110237
1703,161.2496
1704,17.267826
1705,22.177101
1706,0.11018271
1707,51.96408
1708,0.10383983
1709,0.07770251
1710,129.28116
1711,102.54972
1712,0.51497173
1713,36.275944
1714,0.12367364
1715,67.77686
1716,118.23927
1717,98.59881
1718,0.058132645
1719,25.028574
1720,0.17547473
1721,80.74564
1722,36.865784
1723,0.07600938
1724,0.11706407
1725,0.11540383
1726,0.056274157
1727,0.104452915
1728,95.19971
1729,0.07286049
1730,0.116738096
1731,0.09415735
1732,0.18351477
1733,45.300056
1734,64.9772
1735,118.70935
1736,27.202177
1737,21.916536
1738,0.09577497
1739,28.979912
1740,0.07923439
1741,92.12792
1742,0.09080517
1743,3.8346753
1744,34.970142
1745,114.199455
1746,0.12246386
1747,49.21675
1748,901.95056
1749,99.01989
1750,37.008793
1751,0.14212094
1752,76.24272
