token_index,valuation
1753,36.212475
1754,60.26187
1755,0.09487862
1756,9.403702
1757,0.37938455
1758,0.108696274
1759,0.12918183
1760,1.2913889
1761,30.46498
1762,0.070555426
1763,0.2087479
1764,85.822235
1765,39.976177
1766,155.86053
1767,81.70629
1768,0.14214261
1769,27.070963
1770,84.788734
1771,37.212887
1772,0.13825977
1773,25.375568
1774,0.09572
1775,63.04982
1776,72.35256
1777,37.676746
1778,21.926811
1779,0.07803875
1780,130.4182
1781,72.50981
1782,31.726759
1783,0.35921136
1784,2.8875282
1785,5.6038876
1786,28.854248
1787,0.06742829
1788,6.3171177
1789,0.115126766
1790,0.45234525
1791,21.973026
1792,0.096075535
1793,139.61598
1794,76.382996
1795,0.09446914
1796,27.287739
1797,24.83006
1798,41.850048
1799,0.136657
1800,52.12708
1801,0.049233202
1802,128.3796
1803,75.03005
1804,34.502632
1805,81.40456
1806,72.60932
1807,0.15118116
1808,16.947464
1809,0.07735263
1810,0.1481713
1811,0.1015892
1812,84.86409
1813,20.396017
1814,20.61197
1815,0.13978389
1816,0.08281154
1817,77.06435
1818,28.602331
1819,0.05919337
1820,0.077961765
1821,0.09480427
1822,0.08296608
1823,0.07670368
1824,7.8241305
1825,22.329498
1826,0.085379966
1827,0.13403559
1828,57.85727
1829,75.34275
1830,60.657177
1831,53.359383
1832,0.07022061
1833,55.0079
1834,64.16326
1835,0.10418318
1836,89.499466
1837,0.12767515
1838,3.9876513
1839,127.41297
1840,0.29237607
1841,1.2254438
1842,0.43905148
1843,106.24788
1844,75.090324
1845,16.85726
1846,0.5425758
1847,0.11189409
1848,69.0024
1849,60.70599
1850,0.14345804
1851,0.16700098
1852,50.459133
1853,48.843815
1854,0.565037
1855,93.91023
1856,63.801395
1857,83.01795
1858,0.0863549
1859,76.11021
1860,96.137566
1861,0.12770334
1862,67.892204
1863,0.07723997
1864,72.87519
1865,0.098404326
1866,87.06341
1867,72.42194
1868,0.095678814
1869,0.13869607
1870,78.602516
1871,22.493523
1872,69.56545
1873,61.257458
1874,25.275873
1875,1.0983454
1876,0.15372312
1877,0.056903165
1878,14.500538
1879,26.125206
1880,11.580362
1881,94.04673
1882,24.081472
1883,67.24223
1884,136.03378
1885,0.058144357
1886,454.4705
1887,0.058130108
1888,0.14665993
1889,47.33351
1890,19.47687
1891,30.12865
1892,0.59227806
1893,65.77578
1894,0.08991749
1895,0.18505661
1896,58.608513
1897,1.5499126
1898,18.31936
1899,0.10063625
1900,0.10035204
1901,55.138153
1902,24.719603
1903,0.50650805
1904,23.423822
1905,129.67616
1906,31.512173
1907,146.03116
1908,28.877117
1909,0.085967466
1910,67.64758
1911,0.17254268
1912,74.15186
1913,7.598014
1914,0.09536808
1915,60.8225
1916,0.4182404
1917,57.431335
1918,0.1029416
1919,0.10767409
1920,65.48751
1921,7.761005
1922,111.846436
1923,77.1481
1924,77.1239
1925,0.123387456
1926,0.09835711
1927,61.764877
1928,55.867992
1929,0.05168075
1930,54.004032
1931,0.11008734
1932,12.981821
1933,0.03981697
1934,6.0090485
1935,1.1502335
1936,26.12219
1937,29.892883
1938,0.08371923
1939,71.96342
1940,0.054068394
1941,85.57733
1942,89.42626
1943,122.07313
1944,29.557577
1945,139.98656
1946,55.641376
1947,70.90521
1948,0.09936513
1949,0.062137734
1950,0.08395201
1951,91.654396
1952,0.11699064
1953,82.96955
1954,0.12930043
1955,0.07733668
1956,85.74063
1957,103.14404
1958,28.557943
1959,55.9333
1960,0.07489123
1961,97.35865
1962,21.80933
1963,57.67272
1964,0.070335254
1965,85.88676
1966,105.79092
1967,69.432434
1968,8.604949
1969,0.115023136
1970,94.67327
1971,32.083023
1972,0.14432923
1973,28.141369
1974,77.22635
1975,0.06497706
1976,0.083435796
1977,23.034546
1978,14.226926
1979,124.43155
1980,96.81649
1981,18.571564
1982,0.11242216
1983,149.28831
1984,0.10445859
1985,107.93215
1986,0.15301697
1987,99.18013
1988,90.81798
1989,0.0841681
1990,0.06267956
1991,91.95566
1992,26.926523
1993,78.63607
1994,0.10274769
1995,16.40238
1996,0.10595107
1997,59.759758
1998,21.54037
1999,0.08281952
2000,116.046074
2001,0.09240247
2002,0.3621219
2003,86.453865
2004,73.65414
2005,0.04820856
2006,62.796555
2007,0.101783805
2008,25.004543
2009,0.047525357
2010,0.094140224
2011,27.955423
2012,0.08944888
2013,66.483185
2014,137.61264
2015,100.41093
2016,89.894066
2017,130.93594
2018,0.06935564
2019,0.11370099
2020,140.9734
2021,0.0769382
2022,0.11963095
2023,95.66436
2024,15.74327
2025,48.332245
2026,0.13178058
2027,0.06536909
2028,83.28297
2029,0.104500115
2030,0.15727068
2031,7.023848
2032,75.85022
2033,0.08939496
2034,0.16882041
2035,0.10698023
2036,94.43954
2037,54.44074
2038,0.26911932
2039,73.15853
2040,48.70267
2041,54.117058
2042,108.69437
2043,20.74356
2044,0.49580958
2045,93.96376
2046,35.20219
2047,25.333792
2048,1.9171387
2049,12.3341875
2050,18.51739
2051,0.11505106
2052,0.223654
2053,87.59496
2054,5.7891316
2055,68.209724
2056,77.09084
2057,117.28915
2058,79.19079
2059,0.098870784
2060,123.44968
2061,118.02837
2062,0.15291032
2063,60.791008
2064,0.066193104
2065,86.674576
2066,913.6919
2067,77.89531
2068,102.50943
2069,24.283386
2070,32.015675
2071,60.98795
2072,72.32138
2073,0.15385328
2074,24.014477
2075,58.851788
2076,62.99065
2077,0.12420538
2078,0.090338334
2079,68.69184
2080,79.03378
2081,0.047888536
2082,0.06157024
2083,0.0740234
2084,0.36182886
2085,0.11052179
2086,66.02506
2087,67.82316
2088,75.902824
2089,0.048007116
2090,0.0451182
2091,0.08017079
2092,0.13116361
2093,0.11796416
2094,46.64382
2095,0.122672096
2096,0.08361867
2097,106.0876
2098,19.550806
2099,83.41301
2100,51.124165
2101,0.11066637
2102,118.56549
2103,73.33795
2104,0.086536884
2105,0.11905891
2106,5.0615835
2107,0.09852431
2108,85.06926
2109,66.65599
2110,7.613538
2111,88.70221
2112,53.054184
2113,71.43898
2114,0.15336765
2115,0.80644107
2116,1.2659829
2117,0.59699655
2118,65.50025
2119,42.033123
2120,0.12328175
2121,0.1376936
2122,77.18519
2123,0.1114013
2124,46.82627
2125,26.40826
2126,70.86898
2127,29.800346
2128,22.008726
2129,5.773021
2130,103.9718
2131,26.213322
2132,0.19805765
2133,0.12852073
2134,0.27324504
2135,74.47048
2136,96.12891
2137,0.07325695
2138,58.784588
2139,69.104576
2140,1593.1613
2141,15.610442
2142,126.998566
2143,0.08803542
2144,70.76743
2145,0.12476068
2146,83.15408
2147,0.18308754
2148,0.07501123
2149,23.499039
2150,68.759514
2151,0.63975745
2152,19.253914
2153,55.48945
2154,58.541424
2155,67.74384
2156,29.392113
2157,0.092677265
2158,76.38846
2159,0.07654004
2160,104.09542
2161,0.5737904
2162,0.071474545
2163,46.97248
2164,0.10733512
2165,146.04424
2166,0.12508509
2167,112.554474
2168,20.649017
2169,0.11193929
2170,0.55083144
2171,0.11598024
2172,103.91228
2173,69.96855
2174,29.238968
2175,85.616844
2176,0.1435847
2177,51.64174
2178,0.11050501
2179,136.1088
2180,247.63875
2181,41.784195
2182,163.92838
2183,0.085224204
2184,16.49855
2185,0.117355265
2186,0.113576606
2187,0.11276623
2188,8.734115
2189,140.88167
2190,28.233984
2191,143.3705
2192,0.0440041
2193,48.568542
2194,4.732612
2195,0.15244816
2196,120.07659
2197,60.74601
2198,0.29326144
2199,0.092724696
2200,71.89338
2201,0.13565885
2202,191.53055
2203,0.1412954
2204,0.21259
2205,10.626287
2206,0.1285106
2207,62.133858
2208,0.08476269
2209,173.8735
2210,73.78895
2211,16.832417
2212,125.33376
2213,55.74989
2214,0.13284625
2215,72.037025
2216,0.21478313
2217,0.20149803
2218,0.09865522
2219,0.076987796
2220,75.26616
2221,84.69777
2222,68.08855
2223,96.294334
2224,82.389854
2225,0.17104402
2226,0.10035855
2227,132.96637
2228,77.1966
2229,66.53814
2230,0.8736296
2231,10.710164
2232,0.21217558
2233,52.202137
2234,0.1038273
2235,23.624292
2236,83.400955
2237,67.62752
2238,70.640396
2239,0.8953999
2240,0.19434108
2241,66.300354
2242,25.123545
2243,2395.202
2244,0.13452454
2245,29.393885
2246,25.175447
2247,0.12175495
2248,61.81691
2249,9.928578
2250,56.38987
2251,0.07009013
2252,0.117472894
2253,112.434105
2254,39.75905
2255,0.08913039
2256,85.455696
2257,67.49734
2258,0.107011504
2259,2.2088513
2260,0.49667108
2261,113.835464
2262,0.124138534
2263,90.39548
2264,36.560005
2265,86.54667
2266,61.966717
2267,0.39598316
2268,143.53596
2269,0.7764038
2270,49.27016
2271,78.68547
2272,70.6751
2273,0.16296029
2274,0.11254206
2275,102.51862
2276,111.56323
2277,120.05633
2278,0.119932525
2279,110.36505
2280,107.70137
2281,93.00257
2282,1.2423244
2283,47.923626
2284,0.11447671
2285,32.631237
2286,67.70231
2287,20.137524
2288,0.09462445
2289,2.883465
2290,69.56774
2291,7.1175394
2292,76.108505
2293,0.14285465
2294,75.74097
2295,0.07257972
2296,51.06552
2297,48.872982
2298,0.080075845
2299,0.04764488
2300,69.4729
2301,4.23409
2302,24.870832
2303,99.84825
2304,0.3112761
2305,0.10108389
2306,314.75403
2307,0.41930997
2308,67.57691
2309,53.83012
2310,375.55728
2311,264.58542
2312,0.2146899
2313,19.11092
2314,52.649746
2315,5.925314
2316,0.08277078
2317,0.08599405
2318,63.89346
2319,0.053739943
2320,4.77172
2321,14.239322
2322,0.14743419
2323,21.217731
2324,29.010302
2325,212.19513
2326,13.797171
2327,64.19234
2328,22.622595
2329,460.44904
2330,0.09108171
2331,0.3897339
2332,0.22487354
2333,80.044914
2334,0.050241143
2335,0.11143296
2336,135.45544
2337,0.29237962
2338,1504.8654
2339,50.617702
2340,21.64015
2341,0.08560912
2342,81.980995
2343,87.791534
2344,0.05107527
2345,0.06602156
2346,0.11647243
2347,79.13183
2348,77.00899
2349,71.52624
2350,33.145523
2351,115.76746
2352,77.741135
2353,102.35191
2354,72.060455
2355,0.073673554
2356,201.03667
2357,0.07231058
2358,26.79271
2359,0.15004562
2360,0.13351713
2361,0.09058645
2362,67.29927
2363,8.485221
2364,0.046833824
2365,0.7084926
2366,24.362967
2367,150.56964
2368,2.0910306
2369,27.93758
2370,110.968475
2371,0.13179708
2372,61.52757
2373,143.12787
2374,4.728179
2375,0.12192358
2376,77.64855
2377,49.61633
2378,62.809822
2379,78.69414
2380,0.117468044
2381,73.98547
2382,130.24225
2383,0.11596558
2384,0.15024728
2385,0.08673996
2386,76.94563
2387,0.118218824
2388,5.2525887
2389,84.23315
2390,35.311226
2391,0.18972243
2392,49.09468
2393,150.85437
2394,46.891838
2395,28.332043
2396,77.84819
2397,76.40828
2398,4.090459
2399,0.048595503
2400,75.10608
2401,29.620173
2402,0.55083495
2403,0.08969667
2404,13.251077
2405,47.33754
2406,155.266
2407,5.5445867
2408,146.2939
2409,29.151543
2410,4.88796
2411,58.614075
2412,0.12881449
2413,61.043724
2414,87.81854
2415,0.06335988
2416,111.48788
2417,107.98435
2418,147.67567
2419,0.09473664
2420,72.44843
2421,81.66987
2422,0.12112007
2423,46.299755
2424,326.447
2425,0.092425294
2426,208.65965
2427,0.115125366
2428,0.114425704
2429,25.75451
2430,92.31702
2431,62.860695
2432,0.1625471
2433,0.91529226
2434,0.11997187
2435,38.64585
2436,0.08681636
2437,0.14338367
2438,47.44566
2439,0.13728149
2440,124.94072
2441,1.0251316
2442,0.12168742
2443,20.28104
2444,93.831985
2445,0.5894927
2446,83.76899
2447,69.4176
2448,0.31552657
2449,0.08297105
2450,68.35314
2451,92.97716
2452,76.993935
2453,0.098918036
2454,0.1380685
2455,0.17242762
2456,0.32075864
2457,74.52228
2458,122.46153
2459,0.050962023
2460,2689.2944
2461,87.057014
2462,63.71244
2463,0.04148696
2464,138.50471
2465,0.050225716
2466,0.115537934
2467,0.47231865
2468,0.073111445
2469,27.379848
2470,0.76685494
2471,13.927607
2472,0.3184916
2473,148.90802
2474,19.436302
2475,42.640633
2476,31.16556
2477,0.54041284
2478,2.2299027
2479,0.17352314
2480,100.856094
2481,92.78636
2482,0.36280468
2483,45.59478
2484,474.95245
2485,0.09742168
2486,64.89648
2487,69.49414
2488,101.19504
2489,24.164469
2490,65.37934
2491,3078.483
2492,0.1364482
2493,72.754326
2494,0.1000852
2495,0.09595011
2496,0.10666038
2497,81.21473
2498,82.98249
2499,101.44718
2500,0.09218742
2501,62.49661
2502,73.12955
2503,71.116
2504,5.5471506
2505,21.653017
2506,20.858683
2507,53.241188
2508,0.25283915
2509,0.11874999
2510,0.06918734
2511,21.764046
2512,85.85457
2513,17.562016
2514,23.843046
2515,0.17020227
2516,0.108687334
2517,24.665222
2518,0.08522877
2519,0.05212803
2520,24.552122
2521,44.787945
2522,62.614998
2523,195.13483
2524,64.6292
2525,0.04210622
2526,0.4438446
2527,0.09189354
2528,135.0268
2529,22.202871
2530,68.44744
2531,89.71165
2532,0.10151129
2533,93.75515
2534,74.28368
2535,53.197094
2536,0.08810589
2537,28.006926
2538,1.5516124
2539,79.14877
2540,126.04379
2541,60.380722
2542,100.44718
2543,54.945168
2544,85.61452
2545,79.294586
2546,67.18736
2547,26.924892
2548,179.69249
2549,68.526825
2550,160.55975
2551,76.45351
2552,92.51762
2553,123.61295
2554,0.113815725
2555,152.73883
2556,2.500639
2557,55.120487
2558,152.43935
2559,0.101993695
2560,4.8363447
2561,0.076342046
2562,0.5611471
2563,0.3356131
2564,0.24939369
2565,110.175446
2566,893.3966
2567,82.05753
2568,92.129684
2569,84.370865
2570,27.938566
2571,35.25598
2572,178.05376
2573,0.11992366
2574,0.27443326
2575,4.4254227
2576,0.33022723
2577,122.17853
2578,76.97026
2579,3.0640275
2580,69.890625
2581,11.289695
2582,69.480255
2583,0.08908643
2584,142.26353
2585,0.057724964
2586,23.200253
2587,29.139784
2588,27.387272
2589,12.525218
2590,0.83224666
2591,31.416735
2592,35.335354
2593,2.7766354
2594,0.32185218
2595,63.08028
2596,0.16087613
2597,0.9798285
2598,2.4608867
2599,147.76202
2600,0.13065524
2601,0.13728863
2602,0.14989682
2603,53.89586
2604,0.31863323
2605,31.92659
2606,0.30695894
2607,1.3367316
2608,0.04289076
2609,83.974594
2610,0.09575175
2611,0.07192543
2612,18.014177
2613,0.08091127
2614,80.18324
2615,0.07575914
2616,210.19633
2617,0.09341784
2618,0.11819501
2619,231.13176
2620,0.10112783
2621,0.44364294
2622,0.24469803
2623,0.12656248
2624,47.992325
2625,70.24103
2626,49.801567
2627,66.33052
2628,8.4702215
2629,18.538342
2630,0.10310256
2631,22.122211
2632,89.20025
2633,47.60034
2634,127.61636
2635,85.646736
2636,102.23212
2637,95.66696
2638,77.73346
2639,143.8172
2640,0.5885691
2641,120.819496
2642,54.457977
2643,0.12914695
2644,0.081272714
2645,42.48509
2646,0.26294553
2647,52.673878
2648,66.969864
2649,0.14610748
2650,67.66629
2651,76.252754
2652,88.799126
2653,74.5474
2654,99.02192
2655,0.112965114
2656,76.06029
2657,0.06567655
2658,0.13031256
2659,10.82396
2660,1.4580323
2661,88.40827
2662,0.10875955
2663,0.6528713
2664,0.14152303
2665,26.743504
2666,1.7482674
2667,0.4528676
2668,5.9816895
2669,53.579006
2670,94.355
2671,0.8821299
2672,74.93323
2673,23.367056
2674,92.37871
2675,69.25308
2676,0.22309469
2677,10.612372
2678,0.12559585
2679,69.33156
2680,0.12503466
2681,900.2602
2682,0.05619846
2683,84.212944
2684,87.99493
2685,24.973497
2686,73.98089
2687,0.079615295
2688,68.039925
2689,84.7914
2690,0.17690991
2691,6.9132547
2692,0.107939735
2693,0.3182
2694,0.2487974
2695,8.883902
2696,0.1290182
2697,25.509352
2698,2.10817
2699,24.708454
2700,0.12781677
2701,0.11177304
2702,5.2999635
2703,0.11613835
2704,0.08603597
2705,0.08079176
2706,0.11433721
2707,103.85095
2708,33.709232
2709,0.23178639
2710,25.056679
2711,1.1234254
2712,28.542473
2713,105.31032
2714,26.449192
2715,115.76018
2716,67.0989
2717,172.07594
2718,0.06939413
2719,77.83052
2720,0.28012705
2721,75.44535
2722,74.87551
2723,93.69946
2724,71.39468
2725,0.09389455
2726,140.96109
2727,25.910238
2728,115.47383
2729,1.9499972
2730,37.820564
2731,0.1948719
2732,0.374783
2733,94.087456
2734,50.725998
2735,121.645226
2736,26.171114
2737,0.18125685
2738,21.390676
2739,6.895153
2740,1.4425234
2741,0.16462874
2742,82.660194
2743,24.575687
2744,20.712101
2745,32.459404
2746,0.20400152
2747,0.11281011
2748,0.09958762
2749,157.72612
2750,1.0077488
2751,0.10102541
2752,24.714628
2753,50.265194
2754,0.5554444
2755,0.12163837
2756,0.115146965
2757,0.11617169
2758,16.51865
2759,0.47294983
2760,3.277279
2761,0.73654646
2762,63.41326
2763,0.06501491
2764,0.45201814
2765,0.31747252
2766,0.3352438
2767,74.83208
2768,0.798894
2769,87.0502
2770,29.682312
2771,26.242432
2772,23.404903
2773,78.901505
2774,86.35082
2775,0.078903794
2776,75.50884
2777,0.6813144
2778,140.95323
2779,59.118877
2780,109.197395
2781,93.32718
2782,24.162338
2783,0.13939652
2784,0.09769743
2785,73.8284
2786,0.25072417
2787,63.2643
2788,6.4504747
2789,5.0583344
2790,72.18512
2791,18.322075
2792,0.12972653
2793,0.07891211
2794,0.14374787
2795,87.37437
2796,0.106252246
2797,0.09322692
2798,0.08417233
2799,104.18203
2800,0.2850675
2801,0.30363965
2802,0.080787845
2803,75.653
2804,6.0367713
2805,86.4617
2806,77.34538
2807,0.097234346
2808,85.49841
2809,0.33418286
2810,51.789673
2811,0.14083351
2812,0.06605224
2813,0.09466462
2814,0.065972045
2815,0.0987226
2816,74.57165
2817,16.263197
2818,0.10273978
2819,23.257833
2820,117.40951
2821,65.521126
2822,22.778091
2823,0.7137226
2824,143.25261
2825,58.667313
2826,3.6982462
2827,0.10752097
2828,39.819717
2829,101.81224
2830,0.20866287
2831,8.470128
2832,135.41974
2833,68.11725
2834,49.895817
2835,104.065796
2836,0.10156143
2837,51.034035
2838,0.13929518
2839,0.123758145
2840,0.78041965
2841,66.81099
2842,0.22415134
2843,0.06252686
2844,38.547703
2845,28.399727
2846,0.17830983
2847,0.057464503
2848,72.37945
2849,0.16165555
2850,43.836323
2851,0.11027064
2852,86.94007
2853,124.17839
2854,0.40299162
2855,24.044874
2856,29.77351
2857,1.3774331
2858,0.11045831
2859,0.06462944
2860,92.0574
2861,0.13825662
2862,22.365166
2863,95.53203
2864,16.211159
2865,74.04335
2866,16.69822
2867,0.46901593
2868,69.04499
2869,0.14962411
2870,22.03894
2871,23.652174
2872,0.52143353
2873,114.14828
2874,0.051750455
2875,50.67618
2876,61.22957
2877,1.8497076
2878,34.800396
2879,26.942282
2880,23.193787
2881,5.437218
2882,0.046411376
2883,100.30685
2884,0.29105094
2885,0.08202322
2886,277.0739
2887,8.808021
2888,109.5311
2889,103.17947
2890,603.1451
2891,0.16449705
2892,140.524
2893,0.14744009
2894,0.10089863
2895,134.64128
2896,0.13816226
2897,0.15836191
2898,67.07143
2899,0.088471524
2900,0.11491659
2901,125.80139
2902,0.071153365
2903,0.10491177
2904,29.303236
2905,66.98427
2906,52.704895
2907,65.209595
2908,0.10914148
2909,105.55087
2910,0.09419411
2911,148.44514
2912,0.44526714
2913,68.845764
2914,68.810486
2915,60.124386
2916,74.645546
2917,0.19775741
2918,25.210674
2919,1.4960356
2920,115.14497
2921,68.988914
2922,0.096646644
2923,0.099494405
2924,3284.6658
2925,18.329144
2926,7.3109307
2927,12.205232
2928,62.967224
2929,75.00312
2930,42.932934
2931,24.256474
2932,94.432465
2933,78.64263
2934,66.75587
2935,0.64279526
2936,98.29743
2937,22.661316
2938,1.565597
2939,61.398705
2940,0.5373657
2941,72.46674
2942,13.026253
2943,1.1947488
2944,15.995614
2945,0.066059195
2946,18.23804
2947,17.713266
2948,85.792244
2949,11.194824
2950,82.31979
2951,0.035016283
2952,0.34831586
2953,149.39555
2954,0.15391694
2955,0.06565245
2956,24.451021
2957,0.4946728
2958,0.10907356
2959,24.842186
2960,55.614136
2961,17.691517
2962,0.10399383
2963,18.806412
2964,446.4219
2965,30.657616
2966,0.22353329
2967,3.9324799
2968,6.233198
2969,95.5915
2970,9.266062
2971,37.695614
2972,1.2680148
2973,0.11725657
2974,0.094323665
2975,24.893827
2976,72.661514
2977,82.71279
2978,99.2235
2979,98.49191
2980,98.39826
2981,88.09783
2982,12.345861
2983,0.33369708
2984,10.84228
2985,0.09292133
2986,26.147083
2987,0.16245314
2988,0.08976453
2989,71.50677
2990,100.7208
2991,0.077219754
2992,0.053605795
2993,0.06661277
2994,28.234846
2995,3.4396083
2996,59.637753
2997,50.300957
2998,1.3125811
2999,21.10427
3000,15.416574
3001,74.61754
3002,0.24903995
3003,19.436302
3004,63.245148
3005,0.110980295
3006,0.07623897
3007,165.37386
3008,20.900572
3009,64.642365
3010,25.299332
3011,104.87924
3012,101.13093
3013,1.0247623
3014,0.111487255
3015,125.65457
3016,0.08032038
3017,81.458954
3018,26.144728
3019,0.085459985
3020,27.76459
3021,88.454994
3022,191.9568
3023,0.6667203
3024,34.195442
3025,23.68906
3026,0.111541726
3027,123.00551
3028,13.2147
3029,66.45019
3030,69.247375
3031,0.05226268
3032,0.10353714
3033,24.060944
3034,62.734154
3035,0.105169944
3036,0.10923329
3037,0.13830002
3038,0.026639238
3039,183.47835
3040,0.12105852
3041,78.362595
3042,48.441578
3043,0.089542486
3044,19.104115
3045,0.3411141
3046,86.68627
3047,5.435972
3048,29.326399
3049,252.77393
3050,20.652908
3051,81.43402
3052,88.87855
3053,68.494385
3054,72.80739
3055,0.09555407
3056,135.8898
3057,0.0953143
3058,0.12037038
3059,24.911194
3060,11.4131565
3061,0.12411808
3062,0.08320558
3063,0.09826309
3064,127.90354
3065,0.16454959
3066,0.08634516
3067,0.47974172
3068,0.10429731
3069,0.23625384
3070,0.14949764
3071,0.11960135
3072,0.43771854
3073,6.120185
3074,8.023623
3075,0.81292623
3076,0.13365963
3077,41.12735
3078,0.14332578
3079,0.051962104
3080,70.60137
3081,30.339705
3082,4.4657645
3083,79.25838
3084,69.745804
3085,15.28789
3086,92.26513
3087,0.07118048
3088,217.89612
3089,0.053687613
3090,0.11384058
3091,52.933094
3092,54.72561
3093,0.07829478
3094,0.49542478
3095,80.55025
3096,3.506977
3097,110.75517
3098,0.13880251
3099,4.2546616
3100,4180.847
3101,0.1341927
3102,18.615616
3103,28.613762
3104,0.99772984
3105,0.109269835
3106,234.38219
3107,38.61809
3108,0.11584714
3109,30.715553
3110,0.19465248
3111,16.74793
3112,0.10523272
3113,88.49397
3114,70.85556
3115,0.35531038
3116,0.109125756
3117,84.68937
3118,64.938614
3119,0.14797466
3120,0.62398016
3121,68.905045
3122,0.10986756
3123,68.231384
3124,0.14090501
3125,30.263609
3126,47.40092
3127,0.064232565
3128,5.223578
3129,40.59444
3130,0.191931
3131,0.089351214
3132,119.1472
3133,88.997086
3134,11.641383
3135,0.09645979
3136,0.061338123
3137,28.456266
3138,86.19668
3139,13.55214
3140,4.593088
3141,3.086955
3142,89.324745
3143,54.411205
3144,11.081405
3145,26.532202
3146,0.118274905
3147,54.04466
3148,0.047692828
3149,65.72395
3150,21.538975
3151,0.1401104
3152,4.7784824
3153,0.12893115
3154,0.053119842
3155,94.46886
3156,0.9296535
3157,36.065388
3158,0.10335995
3159,84.701004
3160,36.28571
3161,4.846805
3162,25.247293
3163,0.08999236
3164,0.09798141
3165,0.9036247
3166,23.219719
3167,200.2593
3168,59.67197
3169,24.482176
3170,0.13487513
3171,0.11707264
3172,3.5667593
3173,78.5686
3174,0.38619074
3175,102.87772
3176,0.079715885
3177,94.78597
3178,3.149721
3179,27.933111
3180,0.056543447
3181,0.07881396
3182,0.18363391
3183,0.10400082
3184,0.45797768
3185,93.74335
3186,20.082712
3187,0.08375993
3188,28.89138
3189,18.810179
3190,59.445766
3191,0.07685699
3192,101.76123
3193,65.879295
3194,27.820667
3195,103.07064
3196,0.17405221
3197,79.54218
3198,0.09960054
3199,26.494186
3200,60.97001
3201,2.0406003
3202,94.86284
3203,44.98627
3204,126.418785
3205,0.18552059
3206,29.12306
3207,1.3918697
3208,94.60481
3209,101.58108
3210,0.117346816
3211,934.0848
3212,0.108143255
3213,34.589527
3214,0.26436728
3215,6.4982486
3216,0.115625836
3217,120.18864
3218,23.88118
3219,0.57967687
3220,0.11507235
3221,66.419525
3222,10.28671
3223,97.298965
3224,79.34058
3225,28.996237
3226,72.88687
3227,115.12828
3228,64.22286
3229,88.93918
3230,45.852028
3231,0.13283694
3232,0.42280248
3233,331.41013
3234,10.145105
3235,22.689163
3236,0.0958291
3237,29.170126
3238,73.572945
3239,128.12329
3240,0.13668172
3241,67.60798
3242,1.0692589
3243,23.862375
3244,0.10410847
3245,88.00026
3246,112.88993
3247,1.5796331
3248,72.05148
3249,8.194513
3250,12.267527
3251,0.16056588
3252,0.15000983
3253,0.451003
3254,55.565758
3255,24.850622
3256,1.9451629
3257,18.4649
3258,117.06626
3259,30.139572
3260,1.3634214
3261,43.96894
3262,70.369156
3263,132.56651
3264,99.7127
3265,0.14284699
3266,0.17036423
3267,0.14670074
3268,0.9453273
3269,63.59434
3270,0.15071101
3271,0.13547815
3272,15.057736
3273,97.506485
3274,52.245354
3275,24.56522
3276,10.847005
3277,53.542267
3278,0.15957782
3279,15.542233
3280,19.073717
3281,0.09496013
3282,0.10316462
3283,0.07724024
3284,0.098962784
3285,0.42780006
3286,0.19818366
3287,17.271524
3288,0.08750586
3289,0.10619883
3290,0.11126711
3291,28.347881
3292,0.08652141
3293,123.39211
3294,0.100160174
3295,72.0983
3296,0.08025718
3297,0.097951904
3298,0.0762999
3299,24.82051
3300,60.380806
3301,68.15478
3302,21.010574
3303,0.05792295
3304,0.22581558
3305,70.01715
3306,64.31636
3307,186.48097
3308,131.27803
3309,0.114310585
3310,22.391987
3311,66.13736
3312,55.432537
3313,228.16803
3314,68.36928
3315,22.144688
3316,20.291004
3317,105.41607
3318,0.35061112
3319,0.08191114
3320,7.6440763
3321,1.5151638
3322,143.63763
3323,45.91125
3324,117.99635
3325,0.3013918
3326,62.70846
3327,124.58366
3328,1.5101644
3329,77.80462
3330,216.67508
3331,125.624435
3332,127.55388
3333,50.366333
3334,73.07914
3335,0.094422325
3336,8.890039
3337,97.2338
3338,52.93375
3339,22.686367
3340,1.4627784
3341,1.0193582
3342,19.714176
3343,72.70675
3344,96.104294
3345,95.69502
3346,67.090614
3347,77.82262
3348,62.85896
3349,0.34025383
3350,73.245026
3351,0.050303888
3352,0.90256774
3353,45.697796
3354,59.896637
3355,18.93065
3356,67.52116
3357,87.574455
3358,0.09565783
3359,67.32263
3360,23.47796
3361,74.068
3362,77.61712
3363,0.083441965
3364,19.375082
3365,95.13064
3366,26.630953
3367,0.08592998
3368,74.84342
3369,95.68403
3370,28.65253
3371,70.98583
3372,0.7382324
3373,90.62405
3374,76.384346
3375,0.1165765
3376,68.14178
3377,0.18469416
3378,112.654236
3379,48.336082
3380,83.28686
3381,0.32266372
3382,6.538523
3383,113.180176
3384,145.67923
3385,0.105398595
3386,34.54906
3387,150.85977
3388,0.18693861
3389,83.48957
3390,87.647484
3391,0.07569967
3392,73.20812
3393,270.65057
3394,1.0527225
3395,40.60652
3396,0.10619762
3397,0.8664806
3398,0.13732044
3399,63.073303
3400,0.09365952
3401,0.13692124
3402,12.202741
3403,0.34634233
3404,4.5118604
3405,0.0696902
3406,85.99113
3407,3.9474268
3408,22.547338
3409,26.147707
3410,3.726626
3411,0.08680411
3412,0.2033608
3413,24.175043
3414,0.23528142
3415,0.29331273
3416,32.95745
3417,0.58722013
